ROW_TYPE,PRODUCT_ID,PANEL_ID,LOT_ID,PROCESS_ID,RECIPE_ID,STATE,RESULT,CREATED_AT,STARTED_AT,COMPLETED_AT,NAME,VALUE,HEAD_NO,HEAD_STATE,TOTAL_POINTS,COMPLETED_POINTS,HEAD_RESULT,ERROR_CODE,MESSAGE,HEAD_STARTED_AT,HEAD_COMPLETED_AT
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL1_SPLITED_BEAM_COUNT,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL2_ALIGN_TO_1ST_PIXEL_X,60,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL2_ALIGN_TO_1ST_PIXEL_Y,330,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL2_CHESS,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL2_NUM_OF_PIXEL_X,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL2_NUM_OF_PIXEL_Y,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL2_PITCH_X,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL2_PITCH_Y,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL2_PIXEL_SIZE,10,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL2_ROTATION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL2_SPLITED_BEAM_COUNT,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL3_ALIGN_TO_1ST_PIXEL_X,410,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL3_ALIGN_TO_1ST_PIXEL_Y,60,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL3_CHESS,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL3_NUM_OF_PIXEL_X,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL3_NUM_OF_PIXEL_Y,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL3_PITCH_X,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL3_PITCH_Y,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL3_PIXEL_SIZE,10,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL3_ROTATION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL3_SPLITED_BEAM_COUNT,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL4_ALIGN_TO_1ST_PIXEL_X,410,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL4_ALIGN_TO_1ST_PIXEL_Y,330,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL4_CHESS,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL4_NUM_OF_PIXEL_X,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL4_NUM_OF_PIXEL_Y,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL4_PITCH_X,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL4_PITCH_Y,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL4_PIXEL_SIZE,10,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL4_ROTATION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL4_SPLITED_BEAM_COUNT,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL5_ALIGN_TO_1ST_PIXEL_X,760,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL5_ALIGN_TO_1ST_PIXEL_Y,60,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL5_CHESS,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL5_NUM_OF_PIXEL_X,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL5_NUM_OF_PIXEL_Y,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL5_PITCH_X,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL5_PITCH_Y,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL5_PIXEL_SIZE,10,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL5_ROTATION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL5_SPLITED_BEAM_COUNT,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL6_ALIGN_TO_1ST_PIXEL_X,760,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL6_ALIGN_TO_1ST_PIXEL_Y,330,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL6_CHESS,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL6_NUM_OF_PIXEL_X,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL6_NUM_OF_PIXEL_Y,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL6_PITCH_X,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL6_PITCH_Y,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL6_PIXEL_SIZE,10,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL6_ROTATION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL6_SPLITED_BEAM_COUNT,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL7_ALIGN_TO_1ST_PIXEL_X,1110,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL7_ALIGN_TO_1ST_PIXEL_Y,60,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL7_CHESS,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL7_NUM_OF_PIXEL_X,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL7_NUM_OF_PIXEL_Y,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL7_PITCH_X,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL7_PITCH_Y,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL7_PIXEL_SIZE,10,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL7_ROTATION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL7_SPLITED_BEAM_COUNT,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL8_ALIGN_TO_1ST_PIXEL_X,1110,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL8_ALIGN_TO_1ST_PIXEL_Y,330,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL8_CHESS,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL8_NUM_OF_PIXEL_X,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL8_NUM_OF_PIXEL_Y,5,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL8_PITCH_X,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL8_PITCH_Y,40,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL8_PIXEL_SIZE,10,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL8_ROTATION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL8_SPLITED_BEAM_COUNT,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_ALIGN_TO_1ST_PIXEL_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_ALIGN_TO_1ST_PIXEL_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_COUNT,8,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_DOWN_LEFT_ROUND_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_DOWN_LEFT_ROUND_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_DOWN_RIGHT_ROUND_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_DOWN_RIGHT_ROUND_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_DOWN_ROUND_RADIUS,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_ROTATION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_UP_LEFT_ROUND_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_UP_LEFT_ROUND_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_UP_RIGHT_ROUND_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_UP_RIGHT_ROUND_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CELL_UP_ROUND_RADIUS,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,CHESS,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,DIAMETER,0.350,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,GLASS_SIZE_X,1500.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,GLASS_SIZE_Y,925.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H01_DOE_Z_POSITION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H01_OFFSET_X,3,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H01_OFFSET_Y,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H01_SCANNER_JUMP_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H01_SCANNER_JUMP_SPEED,1500,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H01_SCANNER_RAMP_RATE,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H01_SHAPE,CIRCLE,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H01_SHOT_TIME_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H01_USE,ON,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H02_DOE_Z_POSITION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H02_OFFSET_X,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H02_OFFSET_Y,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H02_SCANNER_JUMP_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H02_SCANNER_JUMP_SPEED,1500,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H02_SCANNER_RAMP_RATE,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H02_SHAPE,CIRCLE,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H02_SHOT_TIME_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H02_USE,ON,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H03_DOE_Z_POSITION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H03_OFFSET_X,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H03_OFFSET_Y,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H03_SCANNER_JUMP_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H03_SCANNER_JUMP_SPEED,1500,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H03_SCANNER_RAMP_RATE,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H03_SHAPE,CIRCLE,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H03_SHOT_TIME_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H03_USE,ON,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H04_DOE_Z_POSITION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H04_OFFSET_X,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H04_OFFSET_Y,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H04_SCANNER_JUMP_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H04_SCANNER_JUMP_SPEED,1500,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H04_SCANNER_RAMP_RATE,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H04_SHAPE,CIRCLE,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H04_SHOT_TIME_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H04_USE,ON,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H05_DOE_Z_POSITION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H05_OFFSET_X,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H05_OFFSET_Y,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H05_SCANNER_JUMP_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H05_SCANNER_JUMP_SPEED,1500,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H05_SCANNER_RAMP_RATE,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H05_SHAPE,CIRCLE,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H05_SHOT_TIME_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H05_USE,ON,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H06_DOE_Z_POSITION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H06_OFFSET_X,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H06_OFFSET_Y,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H06_SCANNER_JUMP_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H06_SCANNER_JUMP_SPEED,1500,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H06_SCANNER_RAMP_RATE,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H06_SHAPE,CIRCLE,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H06_SHOT_TIME_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H06_USE,ON,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H07_DOE_Z_POSITION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H07_OFFSET_X,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H07_OFFSET_Y,2,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H07_SCANNER_JUMP_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H07_SCANNER_JUMP_SPEED,1500,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H07_SCANNER_RAMP_RATE,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H07_SHAPE,CIRCLE,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H07_SHOT_TIME_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H07_USE,ON,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H08_DOE_Z_POSITION,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H08_OFFSET_X,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H08_OFFSET_Y,0.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H08_SCANNER_JUMP_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H08_SCANNER_JUMP_SPEED,1500,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H08_SCANNER_RAMP_RATE,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H08_SHAPE,CIRCLE,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H08_SHOT_TIME_DELAY,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,H08_USE,ON,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,HEAD_COUNT,8,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,JUMP_SPEED,1500,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,LASER_FREQUENCY,20.0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,LASER_POWER,1.20,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,LotId,SIM-LOT-001,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MAKE_MODE,AUTO,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MARK_SPEED,850,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE1_SIZE_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE1_SIZE_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE1_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE1_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE2_SIZE_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE2_SIZE_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE2_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE2_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE3_SIZE_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE3_SIZE_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE3_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE3_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE4_SIZE_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE4_SIZE_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE4_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE4_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE5_SIZE_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE5_SIZE_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE5_X,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE5_Y,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MASKING_HOLE_NUMBER,0,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MAX_CELL_NUMBER,50,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,MAX_PROCESS_COUNT,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,NUM_OF_PIXEL_X,100,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,NUM_OF_PIXEL_Y,100,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,ONLINE_PPID_NAME,DRILL_A01,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,PanelId,SIM-PANEL-001,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,PITCH_X,10,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,PITCH_Y,10,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,PIXEL_SIZE,0.010,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,PROCESS_NAME,DRILL,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,ProductId,SIM-PRODUCT-001,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,RECIPE_NAME,DRILL_A01,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,REVIEW_RULE_FILE,ALL_POINT.csv,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,REVIEW_TOLERANCE_X,0.030,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,REVIEW_TOLERANCE_Y,0.030,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,REVIEW_USE,ON,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,SCANNER_COUNT,8,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,SCAN_MODE,GRID,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,SCAN_REPEAT,4,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,SEQUENCE_USE,ON,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,SHOT_COUNT,10,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,SPLITED_BEAM_COUNT,1,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,STAGE_SPEED,100,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,START_POS_X,-50.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,START_POS_Y,-50.000,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,VISION_USE,ON,,,,,,,,,
PARAM,SIM-PRODUCT-001,,,,,,,,,,ZERO_DEFENCE_REVIEW_POINT,0,,,,,,,,,
HEAD,SIM-PRODUCT-001,,,,,,,,,,,,1,READY,16,0,PENDING,,,,
HEAD,SIM-PRODUCT-001,,,,,,,,,,,,2,READY,16,0,PENDING,,,,
HEAD,SIM-PRODUCT-001,,,,,,,,,,,,3,READY,6,0,PENDING,,,,
HEAD,SIM-PRODUCT-001,,,,,,,,,,,,4,READY,16,0,PENDING,,,,
HEAD,SIM-PRODUCT-001,,,,,,,,,,,,5,READY,16,0,PENDING,,,,
HEAD,SIM-PRODUCT-001,,,,,,,,,,,,6,READY,6,0,PENDING,,,,
HEAD,SIM-PRODUCT-001,,,,,,,,,,,,7,READY,16,0,PENDING,,,,
HEAD,SIM-PRODUCT-001,,,,,,,,,,,,8,READY,16,0,PENDING,,,,
